serial,epoch,datasize,batchsize,input_width,input_height,input_dim,output_dim,max_core,executor_cores,task_cpus,driver_core,executor_instances,driver_memory,executor_memory,parallelism
786,1,60000,150,2,44,88,36,5,5,1,4,1,10g,13g,1
787,1,60000,240,27,20,540,99,8,2,1,1,4,3g,27g,1
788,1,60000,900,9,26,234,20,30,5,1,2,6,5g,2g,1
789,1,60000,180,33,2,66,83,6,2,1,5,3,12g,17g,1
790,1,60000,180,21,14,294,52,6,3,1,4,2,2g,9g,1
791,1,60000,900,45,38,1710,115,30,6,1,7,5,8g,24g,1
792,1,60000,1080,6,23,138,91,36,6,1,6,6,3g,4g,1
793,1,60000,270,30,48,1440,28,9,3,1,3,3,9g,18g,1
794,1,60000,120,18,35,630,123,4,2,1,5,2,6g,11g,1
795,1,60000,750,42,11,462,60,25,5,1,2,5,12g,26g,1
796,1,60000,210,24,41,984,76,7,1,1,1,7,11g,7g,1
797,1,60000,480,48,17,816,12,16,4,1,4,4,4g,22g,1
798,1,60000,360,12,5,60,107,12,6,1,3,2,14g,15g,1
799,1,60000,450,36,29,1044,44,15,3,1,6,5,7g,29g,1
800,1,60000,120,25,21,525,125,4,4,1,2,1,9g,14g,1
801,1,60000,120,49,45,2205,62,4,1,1,5,4,2g,29g,1
802,1,60000,540,12,33,396,93,18,3,1,4,6,12g,7g,1
803,1,60000,540,37,9,333,30,18,6,1,7,3,6g,22g,1
804,1,60000,180,6,39,234,109,6,3,1,6,2,4g,11g,1
805,1,60000,900,31,15,465,46,30,6,1,3,5,11g,25g,1
806,1,60000,900,19,2,38,78,30,5,1,4,6,7g,3g,1
807,1,60000,180,43,27,1161,14,6,2,1,1,3,14g,18g,1
808,1,60000,30,9,12,108,38,1,1,1,2,1,6g,9g,1
809,1,60000,480,34,36,1224,101,16,4,1,5,4,13g,23g,1
810,1,60000,1080,22,48,1056,6,36,6,1,3,6,3g,2g,1
811,1,60000,270,46,24,1104,70,9,3,1,6,3,10g,16g,1
812,1,60000,420,15,30,450,54,14,7,1,7,2,11g,12g,1
813,1,60000,600,40,5,200,117,20,4,1,4,5,5g,27g,1
814,1,60000,420,3,18,54,22,14,2,1,5,7,8g,5g,1
815,1,60000,600,28,42,1176,85,20,5,1,2,4,2g,20g,1
816,1,60000,720,2,38,76,74,24,6,1,4,4,4g,22g,1
817,1,60000,90,26,13,338,10,3,3,1,7,1,11g,8g,1
818,1,60000,90,14,25,350,105,3,1,1,2,3,1g,30g,1
819,1,60000,720,38,50,1900,42,24,4,1,5,6,8g,15g,1
820,1,60000,300,20,7,140,89,10,2,1,5,5,13g,19g,1
821,1,60000,300,45,31,1395,26,10,5,1,2,2,6g,4g,1
822,1,60000,840,8,44,352,121,28,7,1,6,4,9g,26g,1
823,1,60000,840,32,19,608,58,28,4,1,3,7,3g,12g,1
824,1,60000,450,17,47,799,18,15,3,1,3,5,10g,17g,1
825,1,60000,360,42,22,924,81,12,6,1,6,2,4g,3g,1
826,1,60000,450,5,10,50,50,15,5,1,1,3,13g,24g,1
827,1,60000,360,29,35,1015,113,12,2,1,4,6,7g,10g,1
828,1,60000,750,11,16,176,2,25,5,1,5,5,2g,21g,1
829,1,60000,120,35,41,1435,66,4,2,1,2,2,8g,6g,1
830,1,60000,480,23,28,644,34,16,4,1,6,4,5g,28g,1
831,1,60000,1470,48,4,192,97,49,7,1,3,7,12g,13g,1
832,1,60000,60,18,27,486,80,2,1,1,3,2,8g,26g,1
833,1,60000,600,43,3,129,17,20,4,1,6,5,1g,12g,1
834,1,60000,1080,6,15,90,112,36,6,1,2,6,11g,19g,1
835,1,60000,270,30,40,1200,49,9,3,1,5,3,5g,5g,1
836,1,60000,180,12,9,108,65,6,6,1,5,1,3g,30g,1
837,1,60000,360,37,33,1221,1,12,3,1,2,4,9g,15g,1
838,1,60000,360,24,46,1104,96,12,2,1,7,6,6g,23g,1
839,1,60000,450,49,21,1029,33,15,5,1,4,3,13g,8g,1
840,1,60000,300,3,43,129,9,10,5,1,3,2,7g,28g,1
841,1,60000,300,27,18,486,73,10,2,1,6,5,13g,14g,1
842,1,60000,630,15,6,90,41,21,3,1,2,7,4g,21g,1
843,1,60000,720,40,30,1200,104,24,6,1,5,4,10g,6g,1
844,1,60000,240,21,24,504,25,8,4,1,4,2,12g,24g,1
845,1,60000,1050,46,49,2254,88,35,7,1,1,5,5g,10g,1
846,1,60000,900,9,36,324,57,30,5,1,6,6,9g,17g,1
847,1,60000,180,33,12,396,120,6,2,1,3,3,2g,3g,1
848,1,60000,450,7,17,119,100,15,3,1,1,5,6g,4g,1
849,1,60000,360,32,41,1312,37,12,6,1,4,2,12g,18g,1
850,1,60000,480,20,29,580,69,16,4,1,3,4,2g,11g,1
851,1,60000,210,44,4,176,5,7,1,1,6,7,9g,25g,1
852,1,60000,600,14,47,658,116,20,5,1,7,4,14g,7g,1
853,1,60000,60,38,23,874,53,2,2,1,4,1,7g,22g,1
854,1,60000,360,1,10,10,84,12,4,1,5,3,11g,15g,1
855,1,60000,1260,26,35,910,21,42,7,1,2,6,4g,29g,1
856,1,60000,900,23,1,23,61,30,6,1,2,5,10g,5g,1
857,1,60000,180,47,26,1222,124,6,3,1,5,2,3g,20g,1
858,1,60000,240,11,38,418,29,8,2,1,4,4,13g,13g,1
859,1,60000,1050,35,13,455,92,35,5,1,7,7,7g,27g,1
860,1,60000,300,4,32,128,45,10,2,1,6,5,2g,2g,1
861,1,60000,300,29,7,203,108,10,5,1,3,2,8g,16g,1
862,1,60000,630,17,20,340,13,21,7,1,5,3,5g,9g,1
863,1,60000,720,41,44,1804,77,24,4,1,2,6,11g,24g,1
864,1,60000,450,7,5,35,27,15,5,1,7,3,3g,10g,1
865,1,60000,360,31,30,930,90,12,2,1,4,6,10g,24g,1
866,1,60000,600,19,42,798,59,20,4,1,5,5,6g,2g,1
867,1,60000,420,43,17,731,122,14,7,1,2,2,13g,17g,1
868,1,60000,270,25,36,900,11,9,3,1,1,3,8g,13g,1
869,1,60000,1080,50,11,550,75,36,6,1,4,6,1g,28g,1
870,1,60000,480,13,23,299,43,16,4,1,3,4,11g,6g,1
871,1,60000,30,37,48,1776,106,1,1,1,6,1,5g,20g,1
872,1,60000,240,16,14,224,67,8,2,1,6,4,12g,15g,1
873,1,60000,1050,40,39,1560,3,35,5,1,3,7,6g,29g,1
874,1,60000,900,4,27,108,98,30,6,1,4,5,9g,8g,1
875,1,60000,180,28,2,56,35,6,3,1,1,2,2g,22g,1
876,1,60000,540,10,45,450,82,18,6,1,2,3,7g,11g,1
877,1,60000,540,34,20,680,19,18,3,1,5,6,14g,26g,1
878,1,60000,120,22,8,176,114,4,1,1,3,4,4g,4g,1
879,1,60000,120,47,33,1551,51,4,4,1,6,1,10g,19g,1
880,1,60000,1260,20,40,800,47,42,7,1,5,6,13g,16g,1
881,1,60000,360,45,16,720,110,12,4,1,2,3,7g,1g,1
882,1,60000,120,8,4,32,15,4,2,1,7,2,10g,23g,1
883,1,60000,750,33,28,924,79,25,5,1,4,5,4g,9g,1
884,1,60000,360,2,22,44,63,12,2,1,3,6,5g,19g,1
885,1,60000,450,27,46,1242,126,15,5,1,6,3,12g,5g,1
886,1,60000,180,14,34,476,31,6,6,1,1,1,2g,27g,1
887,1,60000,360,39,10,390,94,12,3,1,4,4,8g,12g,1
888,1,60000,840,11,31,341,118,28,4,1,5,7,1g,21g,1
889,1,60000,840,36,7,252,55,28,7,1,2,4,8g,7g,1
890,1,60000,300,24,19,456,86,10,5,1,6,2,4g,29g,1
891,1,60000,300,48,43,2064,23,10,2,1,3,5,11g,14g,1
892,1,60000,720,17,13,221,102,24,4,1,4,6,9g,18g,1
893,1,60000,90,42,37,1554,39,3,1,1,7,3,3g,3g,1
894,1,60000,180,5,49,245,71,6,3,1,2,2,12g,25g,1
895,1,60000,900,30,25,750,7,30,6,1,5,5,6g,10g,1
896,1,60000,180,21,11,231,80,6,3,1,6,2,5g,11g,1
897,1,60000,900,46,35,1610,17,30,6,1,3,5,11g,26g,1
898,1,60000,840,9,47,423,112,28,4,1,5,7,2g,4g,1
899,1,60000,120,34,23,782,48,4,1,1,2,4,8g,18g,1
900,1,60000,300,3,29,87,96,10,5,1,1,2,13g,15g,1
901,1,60000,300,28,4,112,32,10,2,1,4,5,6g,29g,1
902,1,60000,540,15,17,255,128,18,3,1,3,6,10g,8g,1
903,1,60000,540,40,41,1640,64,18,6,1,6,3,3g,22g,1
904,1,60000,360,12,20,240,24,12,6,1,6,2,10g,13g,1
905,1,60000,450,37,44,1628,88,15,3,1,3,5,4g,28g,1
906,1,60000,360,24,32,768,56,12,2,1,4,6,14g,6g,1
907,1,60000,450,49,8,392,120,15,5,1,1,3,7g,20g,1
908,1,60000,60,18,38,684,9,2,2,1,2,1,2g,9g,1
909,1,60000,600,43,14,602,72,20,5,1,5,4,9g,24g,1
910,1,60000,1260,6,1,6,40,42,7,1,4,6,6g,2g,1
911,1,60000,360,31,26,806,104,12,4,1,7,3,12g,17g,1
912,1,60000,150,5,46,230,124,5,1,1,5,5,8g,18g,1
913,1,60000,240,29,21,609,60,8,4,1,2,2,2g,3g,1
914,1,60000,720,17,9,153,92,24,6,1,7,4,12g,25g,1
915,1,60000,630,41,34,1394,28,21,3,1,4,7,5g,10g,1
916,1,60000,1050,23,15,345,108,35,7,1,3,5,4g,21g,1
917,1,60000,240,47,40,1880,44,8,4,1,6,2,10g,7g,1
918,1,60000,180,11,27,297,76,6,2,1,2,3,7g,28g,1
919,1,60000,900,35,3,105,13,30,5,1,5,6,13g,14g,1
920,1,60000,750,14,37,518,36,25,5,1,4,5,6g,19g,1
921,1,60000,120,38,12,456,100,4,2,1,1,2,12g,5g,1
922,1,60000,360,2,24,48,5,12,3,1,6,4,3g,27g,1
923,1,60000,1260,26,49,1274,68,42,6,1,3,7,9g,12g,1
924,1,60000,480,8,6,48,52,16,4,1,4,4,11g,16g,1
925,1,60000,210,32,31,992,116,7,7,1,7,1,4g,1g,1
926,1,60000,450,20,43,860,20,15,5,1,2,3,8g,23g,1
927,1,60000,360,44,18,792,84,12,2,1,5,6,1g,9g,1
928,1,60000,840,10,34,340,7,28,7,1,3,4,13g,24g,1
929,1,60000,840,34,10,340,70,28,4,1,6,7,6g,10g,1
930,1,60000,300,22,22,484,38,10,2,1,1,5,9g,17g,1
931,1,60000,300,47,47,2209,102,10,5,1,4,2,3g,3g,1
932,1,60000,90,16,4,64,22,3,1,1,5,3,5g,28g,1
933,1,60000,720,41,28,1148,86,24,4,1,2,6,11g,13g,1
934,1,60000,720,4,40,160,54,24,6,1,6,4,1g,21g,1
935,1,60000,90,28,16,448,118,3,3,1,3,1,8g,6g,1
936,1,60000,270,25,50,1250,94,9,3,1,4,3,2g,30g,1
937,1,60000,1080,50,25,1250,30,36,6,1,7,6,9g,15g,1
938,1,60000,750,13,13,169,126,25,5,1,2,5,5g,23g,1
939,1,60000,120,38,37,1406,62,4,2,1,5,2,12g,8g,1
940,1,60000,360,7,19,133,78,12,4,1,5,3,10g,26g,1
941,1,60000,180,31,44,1364,15,6,1,1,2,6,4g,12g,1
942,1,60000,360,19,31,589,110,12,3,1,6,4,14g,19g,1
943,1,60000,180,44,7,308,46,6,6,1,3,1,7g,4g,1
944,1,60000,1050,18,24,432,50,35,5,1,2,7,4g,2g,1
945,1,60000,240,42,48,2016,114,8,2,1,5,4,11g,16g,1
946,1,60000,240,5,36,180,18,8,4,1,3,2,7g,9g,1
947,1,60000,1050,30,11,330,82,35,7,1,6,5,14g,23g,1
948,1,60000,540,11,42,462,34,18,3,1,7,6,9g,5g,1
949,1,60000,540,36,18,648,98,18,6,1,4,3,3g,20g,1
950,1,60000,300,24,5,120,3,10,5,1,5,2,12g,13g,1
951,1,60000,300,48,30,1440,66,10,2,1,2,5,6g,27g,1
952,1,60000,420,2,8,16,106,14,2,1,2,7,11g,7g,1
953,1,60000,600,27,33,891,42,20,5,1,5,4,5g,22g,1
954,1,60000,420,15,45,675,74,14,7,1,4,2,8g,14g,1
955,1,60000,600,39,21,819,11,20,4,1,7,5,2g,29g,1
956,1,60000,1080,21,27,567,122,36,6,1,6,6,7g,4g,1
957,1,60000,270,45,2,90,58,9,3,1,3,3,13g,18g,1
958,1,60000,30,8,14,112,90,1,1,1,4,1,3g,11g,1
959,1,60000,480,33,39,1287,26,16,4,1,1,4,10g,25g,1
960,1,60000,360,3,13,39,41,12,4,1,2,3,14g,12g,1
961,1,60000,1260,28,38,1064,105,42,7,1,5,6,7g,27g,1
962,1,60000,600,16,26,416,10,20,5,1,4,4,10g,5g,1
963,1,60000,60,40,1,40,73,2,2,1,7,1,4g,20g,1
964,1,60000,480,22,44,968,57,16,4,1,6,4,5g,9g,1
965,1,60000,210,46,19,874,121,7,1,1,3,7,12g,23g,1
966,1,60000,450,10,7,70,25,15,3,1,5,5,2g,1g,1
967,1,60000,360,34,32,1088,89,12,6,1,2,2,9g,16g,1
968,1,60000,540,19,4,76,113,18,6,1,1,3,1g,11g,1
969,1,60000,540,43,29,1247,49,18,3,1,4,6,8g,25g,1
970,1,60000,240,7,41,287,81,8,2,1,3,4,5g,3g,1
971,1,60000,150,31,16,496,17,5,5,1,6,1,11g,18g,1
972,1,60000,90,13,35,455,97,3,1,1,7,3,10g,14g,1
973,1,60000,720,37,10,370,33,24,4,1,4,6,3g,29g,1
974,1,60000,900,25,22,550,65,30,6,1,5,5,13g,7g,1
975,1,60000,180,49,47,2303,2,6,3,1,2,2,6g,21g,1
976,1,60000,360,23,30,690,29,12,2,1,3,6,3g,21g,1
977,1,60000,450,48,6,288,93,15,5,1,6,3,9g,6g,1
978,1,60000,420,11,18,198,61,14,7,1,2,2,6g,28g,1
979,1,60000,600,36,42,1512,125,20,4,1,5,5,12g,13g,1
980,1,60000,1260,5,12,60,14,42,6,1,4,7,8g,17g,1
981,1,60000,360,29,36,1044,77,12,3,1,1,4,1g,2g,1
982,1,60000,120,17,49,833,45,4,2,1,6,2,11g,24g,1
983,1,60000,750,42,24,1008,109,25,5,1,3,5,4g,10g,1
984,1,60000,900,8,39,312,69,30,5,1,3,6,12g,19g,1
985,1,60000,180,33,15,495,6,6,2,1,6,3,5g,4g,1
986,1,60000,90,20,3,60,101,3,3,1,1,1,8g,26g,1
987,1,60000,720,45,27,1215,37,24,6,1,4,4,2g,11g,1
988,1,60000,540,14,21,294,85,18,3,1,5,6,7g,22g,1
989,1,60000,540,39,45,1755,21,18,6,1,2,3,13g,8g,1
990,1,60000,240,2,33,66,117,8,4,1,7,2,3g,30g,1
991,1,60000,150,26,9,234,53,5,1,1,4,5,10g,15g,1
992,1,60000,180,15,43,645,99,6,6,1,5,1,5g,28g,1
993,1,60000,360,39,19,741,35,12,3,1,2,4,12g,14g,1
994,1,60000,180,3,6,18,67,6,1,1,6,6,2g,21g,1
995,1,60000,360,27,31,837,4,12,4,1,3,3,9g,6g,1
996,1,60000,120,9,25,225,115,4,2,1,4,2,13g,25g,1
997,1,60000,750,33,49,1617,51,25,5,1,7,5,7g,10g,1
998,1,60000,1260,21,37,777,83,42,6,1,2,7,10g,17g,1
999,1,60000,360,46,13,598,19,12,3,1,5,4,4g,3g,1
1000,1,60000,90,6,28,168,59,3,3,1,5,1,9g,23g,1
1001,1,60000,720,30,3,90,123,24,6,1,2,4,3g,8g,1
1002,1,60000,900,18,16,288,27,30,5,1,6,6,13g,16g,1
1003,1,60000,180,42,40,1680,91,6,2,1,3,3,6g,1g,1
1004,1,60000,300,24,9,216,43,10,5,1,3,2,1g,26g,1
1005,1,60000,300,49,34,1666,107,10,2,1,6,5,8g,12g,1
1006,1,60000,720,12,46,552,12,24,4,1,1,6,4g,19g,1
1007,1,60000,630,36,22,792,75,21,7,1,4,3,11g,5g,1
1008,1,60000,600,10,2,20,87,20,4,1,6,5,8g,7g,1
1009,1,60000,60,35,26,910,23,2,1,1,3,2,2g,22g,1
1010,1,60000,270,23,39,897,119,9,3,1,4,3,11g,15g,1
1011,1,60000,1080,47,14,658,55,36,6,1,1,6,5g,29g,1
1012,1,60000,600,16,32,512,71,20,4,1,2,5,3g,4g,1
1013,1,60000,420,41,8,328,8,14,7,1,5,2,10g,18g,1
1014,1,60000,600,4,20,80,103,20,5,1,3,4,6g,11g,1
1015,1,60000,420,29,45,1305,39,14,2,1,6,7,13g,25g,1
1016,1,60000,240,20,17,340,16,8,2,1,7,4,7g,2g,1
1017,1,60000,150,44,42,1848,79,5,5,1,4,1,14g,16g,1
1018,1,60000,540,7,29,203,47,18,6,1,5,3,4g,9g,1
1019,1,60000,540,32,5,160,111,18,3,1,2,6,11g,24g,1
1020,1,60000,1050,1,48,48,31,35,7,1,1,5,12g,6g,1
1021,1,60000,240,26,23,598,95,8,4,1,4,2,6g,20g,1
1022,1,60000,240,13,11,143,63,8,2,1,3,4,9g,13g,1
1023,1,60000,1050,38,36,1368,127,35,5,1,6,7,2g,27g,1
1024,1,60000,900,19,41,779,84,30,5,1,5,6,12g,10g,1
1025,1,60000,180,44,17,748,21,6,2,1,2,3,5g,25g,1
1026,1,60000,180,7,5,35,116,6,3,1,7,2,9g,3g,1
1027,1,60000,900,32,29,928,52,30,6,1,4,5,2g,17g,1
1028,1,60000,840,1,23,23,68,28,4,1,3,7,7g,14g,1
1029,1,60000,840,26,47,1222,5,28,7,1,6,4,13g,28g,1
1030,1,60000,300,13,35,455,100,10,5,1,2,2,4g,6g,1
1031,1,60000,300,38,11,418,37,10,2,1,5,5,10g,21g,1
1032,1,60000,180,10,26,260,13,6,1,1,4,6,3g,15g,1
1033,1,60000,360,35,2,70,76,12,4,1,1,3,9g,30g,1
1034,1,60000,180,23,14,322,44,6,6,1,6,1,6g,8g,1
1035,1,60000,360,47,38,1786,108,12,3,1,3,4,13g,23g,1
1036,1,60000,1260,16,8,128,29,42,7,1,3,6,8g,12g,1
1037,1,60000,360,41,32,1312,92,12,4,1,6,3,1g,26g,1
1038,1,60000,120,4,44,176,60,4,2,1,2,2,11g,5g,1
1039,1,60000,750,29,20,580,124,25,5,1,5,5,4g,19g,1
1040,1,60000,540,6,3,18,104,18,6,1,6,3,2g,16g,1
1041,1,60000,540,30,28,840,41,18,3,1,3,6,8g,2g,1
1042,1,60000,150,18,40,720,72,5,1,1,5,5,5g,24g,1
1043,1,60000,240,42,15,630,9,8,4,1,2,2,11g,9g,1
1044,1,60000,240,24,34,816,120,8,2,1,1,4,10g,20g,1
1045,1,60000,1050,49,9,441,56,35,5,1,4,7,3g,6g,1
1046,1,60000,1050,12,21,252,88,35,7,1,3,5,13g,27g,1
1047,1,60000,240,36,46,1656,25,8,4,1,6,2,7g,13g,1
1048,1,60000,270,15,18,270,64,9,3,1,6,3,14g,22g,1
1049,1,60000,1080,39,43,1677,128,36,6,1,3,6,7g,7g,1
1050,1,60000,480,3,31,93,33,16,4,1,4,4,11g,29g,1
1051,1,60000,30,27,6,162,96,1,1,1,1,1,4g,15g,1
1052,1,60000,600,9,49,441,48,20,5,1,2,4,6g,18g,1
1053,1,60000,420,33,24,792,112,14,2,1,5,7,12g,4g,1
1054,1,60000,450,21,12,252,17,15,3,1,4,5,2g,25g,1
1055,1,60000,360,45,37,1665,80,12,6,1,7,2,9g,11g,1
1056,1,60000,240,8,16,128,27,8,2,1,2,4,7g,26g,1
1057,1,60000,150,32,41,1312,90,5,5,1,5,1,14g,11g,1
1058,1,60000,540,20,28,560,58,18,6,1,3,3,4g,19g,1
1059,1,60000,540,45,4,180,122,18,3,1,6,6,10g,4g,1
1060,1,60000,900,14,47,658,11,30,6,1,7,5,12g,30g,1
1061,1,60000,180,39,22,858,74,6,3,1,4,2,5g,15g,1
1062,1,60000,120,2,10,20,42,4,1,1,5,4,9g,22g,1
1063,1,60000,840,26,34,884,106,28,4,1,2,7,2g,8g,1
1064,1,60000,600,23,7,161,66,20,5,1,2,4,8g,28g,1
1065,1,60000,60,48,31,1488,3,2,2,1,5,1,1g,13g,1
1066,1,60000,360,11,44,484,98,12,4,1,4,3,11g,20g,1
1067,1,60000,1260,36,19,684,35,42,7,1,7,6,5g,6g,1
1068,1,60000,450,5,37,185,82,15,3,1,6,5,3g,24g,1
1069,1,60000,360,29,13,377,19,12,6,1,3,2,10g,10g,1
1070,1,60000,450,17,25,425,114,15,5,1,4,3,6g,17g,1
1071,1,60000,360,42,50,2100,50,12,2,1,1,6,13g,2g,1
1072,1,60000,180,19,30,570,46,6,3,1,3,2,9g,3g,1
1073,1,60000,900,43,5,215,110,30,6,1,6,5,3g,18g,1
1074,1,60000,900,6,18,108,15,30,5,1,1,6,12g,11g,1
1075,1,60000,180,31,42,1302,78,6,2,1,4,3,6g,25g,1
1076,1,60000,240,13,11,143,62,8,4,1,5,2,1g,7g,1
1077,1,60000,150,37,36,1332,126,5,1,1,2,5,8g,21g,1
1078,1,60000,630,25,48,1200,31,21,3,1,6,7,4g,14g,1
1079,1,60000,720,49,24,1176,94,24,6,1,3,4,11g,29g,1
1080,1,60000,210,3,39,117,118,7,7,1,4,1,5g,5g,1
1081,1,60000,480,28,15,420,54,16,4,1,7,4,12g,20g,1
1082,1,60000,360,16,2,32,86,12,2,1,2,6,2g,12g,1
1083,1,60000,450,40,27,1080,23,15,5,1,5,3,8g,27g,1
1084,1,60000,60,22,21,462,102,2,1,1,4,2,13g,1g,1
1085,1,60000,600,46,45,2070,39,20,4,1,1,5,7g,16g,1
1086,1,60000,1260,9,33,297,70,42,6,1,6,7,10g,9g,1
1087,1,60000,360,34,8,272,7,12,3,1,3,4,3g,23g,1
1088,1,60000,750,2,32,64,53,25,5,1,3,5,6g,14g,1
1089,1,60000,120,27,7,189,117,4,2,1,6,2,13g,28g,1
1090,1,60000,360,14,19,266,22,12,3,1,2,4,3g,7g,1
1091,1,60000,1260,39,44,1716,85,42,6,1,5,7,9g,21g,1
1092,1,60000,360,21,1,21,38,12,3,1,4,4,11g,10g,1
1093,1,60000,180,45,26,1170,101,6,6,1,1,1,5g,25g,1
1094,1,60000,360,8,38,304,6,12,4,1,6,3,8g,3g,1
1095,1,60000,180,33,13,429,69,6,1,1,3,6,1g,18g,1
1096,1,60000,300,18,47,846,109,10,2,1,3,5,9g,8g,1
1097,1,60000,300,42,23,966,45,10,5,1,6,2,2g,23g,1
1098,1,60000,630,5,10,50,77,21,7,1,2,3,12g,1g,1
1099,1,60000,720,30,35,1050,14,24,4,1,5,6,5g,16g,1
1100,1,60000,720,11,16,176,125,24,6,1,5,4,4g,12g,1
1101,1,60000,90,36,41,1476,61,3,3,1,2,1,10g,27g,1
1102,1,60000,180,24,29,696,93,6,2,1,7,3,7g,5g,1
1103,1,60000,900,48,4,192,30,30,5,1,4,6,14g,19g,1
1104,1,60000,360,25,24,600,2,12,6,1,2,2,11g,22g,1
1105,1,60000,450,50,49,2450,65,15,3,1,5,5,4g,8g,1
1106,1,60000,420,13,36,468,34,14,2,1,4,7,14g,29g,1
1107,1,60000,600,37,12,444,97,20,5,1,7,4,7g,15g,1
1108,1,60000,60,7,42,294,18,2,1,1,6,2,3g,18g,1
1109,1,60000,600,31,18,558,81,20,4,1,3,5,9g,4g,1
1110,1,60000,1080,19,6,114,49,36,6,1,5,6,6g,26g,1
1111,1,60000,270,44,30,1320,113,9,3,1,2,3,12g,11g,1
1112,1,60000,240,10,9,90,89,8,4,1,1,2,5g,17g,1
1113,1,60000,1050,34,33,1122,26,35,7,1,4,5,11g,2g,1
1114,1,60000,900,22,46,1012,121,30,5,1,3,6,2g,24g,1
1115,1,60000,180,47,21,987,57,6,2,1,6,3,8g,9g,1
1116,1,60000,120,16,27,432,73,4,4,1,7,1,13g,20g,1
1117,1,60000,120,41,3,123,10,4,1,1,4,4,7g,6g,1
1118,1,60000,540,4,15,60,105,18,3,1,5,6,10g,27g,1
1119,1,60000,540,28,39,1092,41,18,6,1,2,3,3g,13g,1
1120,1,60000,420,14,13,182,127,14,2,1,6,7,11g,27g,1
1121,1,60000,600,38,37,1406,63,20,5,1,3,4,5g,13g,1
1122,1,60000,360,1,49,49,95,12,6,1,4,2,8g,20g,1
1123,1,60000,450,26,25,650,32,15,3,1,1,5,2g,5g,1
1124,1,60000,1260,8,31,248,111,42,7,1,2,6,6g,23g,1
1125,1,60000,360,32,6,192,47,12,4,1,5,3,13g,9g,1
1126,1,60000,120,20,19,380,79,4,2,1,3,2,3g,16g,1
1127,1,60000,750,44,43,1892,16,25,5,1,6,5,10g,2g,1
1128,1,60000,720,5,22,110,40,24,4,1,7,6,4g,25g,1
1129,1,60000,90,29,46,1334,103,3,1,1,4,3,10g,11g,1
1130,1,60000,180,17,34,578,8,6,3,1,5,2,7g,18g,1
1131,1,60000,900,41,10,410,71,30,6,1,2,5,14g,3g,1
1132,1,60000,720,23,40,920,55,24,4,1,1,6,9g,29g,1
1133,1,60000,630,47,16,752,119,21,7,1,4,3,2g,14g,1
1134,1,60000,150,11,3,33,24,5,5,1,3,1,12g,22g,1
1135,1,60000,240,35,28,980,87,8,2,1,6,4,6g,7g,1
1136,1,60000,360,12,45,540,75,12,3,1,5,4,2g,6g,1
1137,1,60000,1260,37,20,740,12,42,6,1,2,7,8g,21g,1
1138,1,60000,750,24,8,192,107,25,5,1,6,5,5g,13g,1
1139,1,60000,120,49,33,1617,43,4,2,1,3,2,12g,28g,1
1140,1,60000,450,18,14,252,91,15,5,1,4,3,10g,3g,1
1141,1,60000,360,43,39,1677,28,12,2,1,7,6,4g,17g,1
1142,1,60000,600,6,26,156,123,20,4,1,2,5,13g,10g,1
1143,1,60000,420,31,2,62,59,14,7,1,5,2,7g,24g,1
1144,1,60000,720,21,36,756,20,24,6,1,5,4,12g,4g,1
1145,1,60000,630,46,11,506,83,21,3,1,2,7,6g,19g,1
1146,1,60000,150,9,23,207,51,5,1,1,7,5,9g,12g,1
1147,1,60000,240,34,48,1632,115,8,4,1,4,2,3g,26g,1
1148,1,60000,180,3,5,15,4,6,2,1,3,3,4g,8g,1
1149,1,60000,900,27,29,783,67,30,5,1,6,6,11g,23g,1
1150,1,60000,720,15,42,630,36,24,6,1,1,4,1g,15g,1
1151,1,60000,90,40,17,680,99,3,3,1,4,1,8g,30g,1
1152,1,60000,1050,11,6,66,44,35,7,1,6,5,10g,29g,1
1153,1,60000,240,36,31,1116,107,8,4,1,3,2,3g,14g,1
1154,1,60000,180,23,43,989,12,6,2,1,4,3,13g,21g,1
1155,1,60000,900,48,19,912,76,30,5,1,1,6,6g,7g,1
1156,1,60000,120,17,37,629,60,4,1,1,2,4,1g,25g,1
1157,1,60000,120,42,12,504,123,4,4,1,5,1,8g,11g,1
1158,1,60000,540,5,25,125,28,18,6,1,4,3,5g,18g,1
1159,1,60000,540,30,49,1470,92,18,3,1,7,6,11g,3g,1
1160,1,60000,600,20,15,300,115,20,4,1,6,5,6g,23g,1
1161,1,60000,420,45,40,1800,52,14,7,1,3,2,12g,9g,1
1162,1,60000,600,8,28,224,84,20,5,1,5,4,2g,16g,1
1163,1,60000,420,33,3,99,20,14,2,1,2,7,9g,2g,1
1164,1,60000,600,2,46,92,100,20,5,1,1,4,14g,27g,1
1165,1,60000,60,27,22,594,36,2,2,1,4,1,7g,12g,1
1166,1,60000,270,14,9,126,68,9,3,1,3,3,10g,20g,1
1167,1,60000,1080,39,34,1326,4,36,6,1,6,6,4g,5g,1
1168,1,60000,300,16,38,608,32,10,5,1,4,2,7g,8g,1
1169,1,60000,300,40,14,560,96,10,2,1,1,5,13g,22g,1
1170,1,60000,540,4,2,8,64,18,3,1,6,6,4g,15g,1
1171,1,60000,540,28,26,728,127,18,6,1,3,3,10g,30g,1
1172,1,60000,90,10,20,200,16,3,3,1,4,1,12g,4g,1
1173,1,60000,720,34,45,1530,80,24,6,1,7,4,5g,19g,1
1174,1,60000,720,22,32,704,48,24,4,1,2,6,8g,12g,1
